Relative_Timestamp,UTC_Timestamp,Ticks,Subject_ID,Test_Name,Target_Speed,Left_Gaze_Precision,is_LeftTargetLocked,Right_Gaze_Precision,is_RightTargetLocked,Stimulus_Target_Location_X,Stimulus_Target_Location_Y,Stimulus_Target_Location_Z,Left_Target_Hit_Location_X,Left_Target_Hit_Location_Y,Left_Target_Hit_Location_Z,Right_Target_Hit_Location_X,Right_Target_Hit_Location_Y,Right_Target_Hit_Location_Z
306.965,2025-10-08T00:09:31.4219200Z,638954789714219280,STEVEN100725C,Smooth Pursuit Circle Pattern,1.000,0.000,False0.000,False0.000,1.500,7.000,0.000,0.000,0.000,0.000,0.000,0.000
306.977,2025-10-08T00:09:31.4341310Z,638954789714341380,STEVEN100725C,Smooth Pursuit Circle Pattern,1.000,0.000,False0.000,False-2.423,1.550,7.000,0.000,0.000,0.000,0.000,0.000,0.000
306.997,2025-10-08T00:09:31.4546660Z,638954789714546790,STEVEN100725C,Smooth Pursuit Circle Pattern,1.000,0.000,False0.000,False-2.423,1.566,7.000,0.000,0.000,0.000,0.000,0.000,0.000
307.009,2025-10-08T00:09:31.4664530Z,638954789714664590,STEVEN100725C,Smooth Pursuit Circle Pattern,1.000,0.000,False0.000,False-2.422,1.591,7.000,0.000,0.000,0.000,0.000,0.000,0.000
307.029,2025-10-08T00:09:31.4861240Z,638954789714861290,STEVEN100725C,Smooth Pursuit Circle Pattern,1.000,0.000,False0.000,False-2.421,1.605,7.000,0.000,0.000,0.000,0.000,0.000,0.000
307.041,2025-10-08T00:09:31.4981670Z,638954789714981760,STEVEN100725C,Smooth Pursuit Circle Pattern,1.000,0.000,False0.000,False-2.419,1.629,7.000,0.000,0.000,0.000,0.000,0.000,0.000
307.062,2025-10-08T00:09:31.5195660Z,638954789715195720,STEVEN100725C,Smooth Pursuit Circle Pattern,1.000,0.000,False0.000,False-2.418,1.644,7.000,0.000,0.000,0.000,0.000,0.000,0.000
307.087,2025-10-08T00:09:31.5439450Z,638954789715439520,STEVEN100725C,Smooth Pursuit Circle Pattern,1.000,0.000,False0.000,False-2.416,1.671,7.000,0.000,0.000,0.000,0.000,0.000,0.000
307.098,2025-10-08T00:09:31.5553460Z,638954789715553560,STEVEN100725C,Smooth Pursuit Circle Pattern,1.000,0.000,False0.000,False-2.413,1.699,7.000,0.000,0.000,0.000,0.000,0.000,0.000
307.121,2025-10-08T00:09:31.5778690Z,638954789715778760,STEVEN100725C,Smooth Pursuit Circle Pattern,1.000,0.000,False0.000,False-2.412,1.713,7.000,0.000,0.000,0.000,0.000,0.000,0.000
