Relative_Timestamp,UTC_Timestamp,Ticks,Subject_ID,Test_Name,Left_Eye_Position_X,Left_Eye_Position_Y,Left_Eye_Position_Z,Left_Eye_Rotation_W,Left_Eye_Rotation_X,Left_Eye_Rotation_Y,Left_Eye_Rotation_Z,Left_Eye_Gaze_Position_X,Left_Eye_Gaze_Position_Y,Left_Eye_Gaze_Position_Z,Left_Eye_Gaze_Rotation_W,Left_Eye_Gaze_Rotation_X,Left_Eye_Gaze_Rotation_Y,Left_Eye_Gaze_Rotation_Z,Left_Eye_Gaze_Direction_X,Left_Eye_Gaze_Direction_Y,Left_Eye_Gaze_Direction_Z,Left_Eye_Velocity_X,Left_Eye_Velocity_Y,Left_Eye_Velocity_Z,Left_Eye_AngularVelocity_X,Left_Eye_AngularVelocity_Y,Left_Eye_AngularVelocity_Z,Left_Eye_Acceleration_X,Left_Eye_Acceleration_Y,Left_Eye_Acceleration_Z,Left_Eye_AngularAcceleration_X,Left_Eye_AngularAcceleration_Y,Left_Eye_AngularAcceleration_Z,Left_Eye_OpenAmount,Left_Pupil_Diameter,Left_Pupil_Position_X,Left_Pupil_Position_Y,Left_Eye_Openness,Left_Eye_Squeeze,Left_Eye_Wide,Left_Eye_Blink,Left_Eye_Down,Left_Eye_Out,Left_Eye_In,Left_Eye_Up,Right_Eye_Position_X,Right_Eye_Position_Y,Right_Eye_Position_Z,Right_Eye_Rotation_W,Right_Eye_Rotation_X,Right_Eye_Rotation_Y,Right_Eye_Rotation_Z,Right_Eye_Gaze_Position_X,Right_Eye_Gaze_Position_Y,Right_Eye_Gaze_Position_Z,Right_Eye_Gaze_Rotation_W,Right_Eye_Gaze_Rotation_X,Right_Eye_Gaze_Rotation_Y,Right_Eye_Gaze_Rotation_Z,Right_Eye_Gaze_Direction_X,Right_Eye_Gaze_Direction_Y,Right_Eye_Gaze_Direction_Z,Right_Eye_Velocity_X,Right_Eye_Velocity_Y,Right_Eye_Velocity_Z,Right_Eye_AngularVelocity_X,Right_Eye_AngularVelocity_Y,Right_Eye_AngularVelocity_Z,Right_Eye_Acceleration_X,Right_Eye_Acceleration_Y,Right_Eye_Acceleration_Z,Right_Eye_AngularAcceleration_X,Right_Eye_AngularAcceleration_Y,Right_Eye_AngularAcceleration_Z,Right_Eye_OpenAmount,Right_Pupil_Diameter,Right_Pupil_Position_X,Right_Pupil_Position_Y,Right_Eye_Openness,Right_Eye_Squeeze,Right_Eye_Wide,Right_Eye_Blink,Right_Eye_Down,Right_Eye_Out,Right_Eye_In,Right_Eye_Up,IPD_inMeters,Center_Eye_Position_X,Center_Eye_Position_Y,Center_Eye_Position_Z,Center_Eye_Rotation_W,Center_Eye_Rotation_X,Center_Eye_Rotation_Y,Center_Eye_Rotation_Z,Center_Eye_Velocity_X,Center_Eye_Velocity_Y,Center_Eye_Velocity_Z,Center_Eye_AngularVelocity_X,Center_Eye_AngularVelocity_Y,Center_Eye_AngularVelocity_Z,Center_Eye_Acceleration_X,Center_Eye_Acceleration_Y,Center_Eye_Acceleration_Z,Center_Eye_AngularAcceleration_X,Center_Eye_AngularAcceleration_Y,Center_Eye_AngularAcceleration_Z,Gaze_Position_X,Gaze_Position_Y,Gaze_Position_Z,Gaze_Rotation_W,Gaze_Rotation_X,Gaze_Rotation_Y,Gaze_Rotation_Z,Gaze_Direction_X,Gaze_Direction_Y,Gaze_Direction_Z,Gaze_Velocity_X,Gaze_Velocity_Y,Gaze_Velocity_Z,Gaze_AngularVelocity_X,Gaze_AngularVelocity_Y,Gaze_AngularVelocity_Z,Gaze_Fixation_Point_Convergence_X,Gaze_Fixation_Point_Convergence_Y,Gaze_Fixation_Point_Convergence_Z,Convergence_Distance,Convergence_Angle_Degrees,Convergence_Angle_Radians
93.353,2025-10-08T00:05:57.8101970Z,638954787578102090,STEVEN100725C,Rod and Frame Pretest,-0.03625,1.05388,0.04658,0.99929,-0.03227,-0.01955,0.00105,-0.03675,1.05806,0.06959,-0.99954,0.01236,0.02773,-0.00204,-0.05548,0.02459,0.99816,0.00135,-0.00028,0.00025,0.00592,0.02220,-0.00813,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.76172,0.51496,0.48001,0.90591,0.00000,0.00000,0.09235,0.00000,0.00000,0.00000,0.00000,0.03229,1.05411,0.04927,0.99929,-0.03227,-0.01955,0.00105,0.03112,1.05710,0.07611,-0.99892,0.01306,0.04447,-0.00289,-0.08892,0.02584,0.99570,0.00135,-0.00028,0.00025,0.00592,0.02220,-0.00813,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.81526,0.49439,0.52097,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.069,-0.00204,1.05400,0.04791,0.99927,-0.03239,-0.01999,0.00125,0.00135,-0.00028,0.00025,0.00592,0.02220,-0.00813,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00284,1.05758,0.07285,0.99927,-0.01240,-0.03597,0.00249, -0.07196,0.02459,0.99710,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.92234,0.03355
93.370,2025-10-08T00:05:57.8273130Z,638954787578273200,STEVEN100725C,Rod and Frame Pretest,-0.03620,1.05388,0.04661,0.99930,-0.03232,-0.01892,0.00117,-0.03670,1.05806,0.06961,-0.99954,0.01295,0.02752,-0.00199,-0.05507,0.02578,0.99815,0.00182,0.00006,0.00004,-0.00108,0.03292,-0.00577,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.78883,0.51494,0.48000,0.90595,0.00000,0.00000,0.09405,0.00000,0.00000,0.00000,0.00000,0.03234,1.05412,0.04923,0.99930,-0.03232,-0.01892,0.00117,0.03117,1.05710,0.07609,-0.99892,0.01365,0.04426,-0.00282,-0.08851,0.02703,0.99571,0.00182,0.00006,0.00004,-0.00108,0.03292,-0.00577,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.82059,0.49401,0.52099,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.069,-0.00199,1.05400,0.04792,0.99928,-0.03236,-0.01957,0.00121,0.00182,0.00006,0.00004,-0.00108,0.03292,-0.00577,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00278,1.05758,0.07285,0.99926,-0.01367,-0.03590,0.00241, -0.07181,0.02716,0.99705,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.92254,0.03355
93.382,2025-10-08T00:05:57.8391240Z,638954787578391310,STEVEN100725C,Rod and Frame Pretest,-0.03614,1.05390,0.04664,0.99930,-0.03241,-0.01847,0.00097,-0.03667,1.05807,0.06962,-0.99955,0.01300,0.02700,-0.00189,-0.05403,0.02588,0.99820,0.00195,0.00023,-0.00008,-0.00465,0.03237,-0.01080,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.78631,0.51360,0.47938,0.90634,0.00000,0.00000,0.09366,0.00000,0.00000,0.00000,0.00000,0.03240,1.05411,0.04919,0.99930,-0.03241,-0.01847,0.00097,0.03120,1.05709,0.07608,-0.99893,0.01381,0.04404,-0.00273,-0.08805,0.02735,0.99574,0.00195,0.00023,-0.00008,-0.00465,0.03237,-0.01080,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.80983,0.49401,0.52099,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.069,-0.00197,1.05400,0.04792,0.99929,-0.03236,-0.01933,0.00113,0.00195,0.00023,-0.00008,-0.00465,0.03237,-0.01080,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00274,1.05758,0.07285,0.99928,-0.01372,-0.03534,0.00231, -0.07070,0.02725,0.99713,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.95655,0.03415
93.397,2025-10-08T00:05:57.8539930Z,638954787578539970,STEVEN100725C,Rod and Frame Pretest,-0.03613,1.05391,0.04664,0.99930,-0.03247,-0.01845,0.00087,-0.03663,1.05808,0.06964,-0.99953,0.01533,0.02631,-0.00170,-0.05266,0.03055,0.99815,0.00174,0.00020,-0.00007,-0.00414,0.02940,-0.00884,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.78366,0.51236,0.47694,0.90076,0.00000,0.00000,0.09924,0.00000,0.00000,0.00000,0.00000,0.03241,1.05411,0.04919,0.99930,-0.03247,-0.01845,0.00087,0.03124,1.05709,0.07607,-0.99894,0.01603,0.04306,-0.00250,-0.08611,0.03181,0.99578,0.00174,0.00020,-0.00007,-0.00414,0.02940,-0.00884,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.80481,0.48941,0.51973,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.069,-0.00194,1.05400,0.04792,0.99929,-0.03237,-0.01914,0.00105,0.00174,0.00020,-0.00007,-0.00414,0.02940,-0.00884,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00270,1.05758,0.07285,0.99927,-0.01605,-0.03468,0.00212, -0.06938,0.03193,0.99708,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.92305,0.03356
93.417,2025-10-08T00:05:57.8745110Z,638954787578745190,STEVEN100725C,Rod and Frame Pretest,-0.03611,1.05392,0.04666,0.99931,-0.03239,-0.01835,0.00062,-0.03658,1.05809,0.06966,-0.99954,0.01665,0.02548,-0.00142,-0.05097,0.03321,0.99815,0.00113,0.00006,0.00000,-0.00119,0.01365,-0.01486,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.79243,0.51244,0.47640,0.88533,0.00000,0.00000,0.11036,0.00000,0.00000,0.00000,0.00000,0.03243,1.05409,0.04918,0.99931,-0.03239,-0.01835,0.00062,0.03129,1.05707,0.07606,-0.99896,0.01735,0.04222,-0.00219,-0.08444,0.03448,0.99583,0.00113,0.00006,0.00000,-0.00119,0.01365,-0.01486,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.80020,0.48834,0.51909,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.069,-0.00190,1.05400,0.04792,0.99930,-0.03235,-0.01886,0.00083,0.00113,0.00006,0.00000,-0.00119,0.01365,-0.01486,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00265,1.05758,0.07286,0.99928,-0.01618,-0.03440,0.00189, -0.06882,0.03221,0.99711,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.92326,0.03357
93.438,2025-10-08T00:05:57.8956900Z,638954787578957020,STEVEN100725C,Rod and Frame Pretest,-0.03613,1.05393,0.04664,0.99930,-0.03216,-0.01896,-0.00006,-0.03656,1.05810,0.06966,-0.99954,0.01895,0.02381,-0.00089,-0.04762,0.03783,0.99815,-0.00016,-0.00026,0.00017,0.00545,-0.01759,-0.02424,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.80157,0.51248,0.47654,0.87985,0.00000,0.00000,0.12015,0.00000,0.00000,0.00000,0.00000,0.03241,1.05403,0.04923,0.99930,-0.03216,-0.01896,-0.00006,0.03131,1.05702,0.07607,-0.99898,0.01965,0.04056,-0.00162,-0.08110,0.03913,0.99594,-0.00016,-0.00026,0.00017,0.00545,-0.01759,-0.02424,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.78477,0.48832,0.51872,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.069,-0.00188,1.05399,0.04793,0.99930,-0.03223,-0.01887,0.00045,-0.00016,-0.00026,0.00017,0.00545,-0.01759,-0.02424,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00262,1.05756,0.07286,0.99929,-0.01969,-0.03210,0.00128, -0.06420,0.03926,0.99716,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.92397,0.03358
93.450,2025-10-08T00:05:57.9072860Z,638954787579072930,STEVEN100725C,Rod and Frame Pretest,-0.03616,1.05394,0.04661,0.99930,-0.03199,-0.01951,-0.00038,-0.03657,1.05810,0.06966,-0.99954,0.02063,0.02231,-0.00056,-0.04461,0.04122,0.99815,-0.00093,-0.00050,0.00031,0.01030,-0.03318,-0.02476,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.80581,0.51250,0.47633,0.87780,0.00000,0.00000,0.12220,0.00000,0.00000,0.00000,0.00000,0.03237,1.05400,0.04928,0.99930,-0.03199,-0.01951,-0.00038,0.03130,1.05699,0.07609,-0.99901,0.02134,0.03907,-0.00126,-0.07811,0.04254,0.99604,-0.00093,-0.00050,0.00031,0.01030,-0.03318,-0.02476,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.78458,0.48837,0.51845,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.069,-0.00188,1.05398,0.04793,0.99930,-0.03214,-0.01903,0.00023,-0.00093,-0.00050,0.00031,0.01030,-0.03318,-0.02476,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00263,1.05755,0.07287,0.99929,-0.02058,-0.03139,0.00099, -0.06278,0.04107,0.99718,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.92427,0.03358
93.472,2025-10-08T00:05:57.9295740Z,638954787579295760,STEVEN100725C,Rod and Frame Pretest,-0.03629,1.05389,0.04655,0.99929,-0.03150,-0.02085,-0.00041,-0.03663,1.05808,0.06963,-0.99954,0.02143,0.02152,-0.00022,-0.04304,0.04282,0.99816,-0.00264,-0.00108,0.00064,0.02251,-0.06215,-0.01633,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.81598,0.51266,0.47624,0.87720,0.00000,0.00000,0.12281,0.00000,0.00000,0.00000,0.00000,0.03224,1.05395,0.04939,0.99929,-0.03150,-0.02085,-0.00041,0.03123,1.05694,0.07614,-0.99902,0.02214,0.03829,-0.00090,-0.07654,0.04416,0.99609,-0.00264,-0.00108,0.00064,0.02251,-0.06215,-0.01633,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.78861,0.48820,0.51835,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.069,-0.00192,1.05396,0.04795,0.99930,-0.03190,-0.01959,-0.00005,-0.00264,-0.00108,0.00064,0.02251,-0.06215,-0.01633,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00270,1.05752,0.07289,0.99931,-0.02218,-0.02978,0.00057, -0.05954,0.04430,0.99724,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.92468,0.03359
93.485,2025-10-08T00:05:57.9423560Z,638954787579423650,STEVEN100725C,Rod and Frame Pretest,-0.03634,1.05388,0.04653,0.99928,-0.03120,-0.02148,-0.00067,-0.03667,1.05807,0.06962,-0.99953,0.02273,0.02079,-0.00002,-0.04156,0.04544,0.99810,-0.00267,-0.00133,0.00081,0.02759,-0.06851,-0.02645,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.82290,0.51254,0.47651,0.87705,0.00000,0.00000,0.12302,0.00000,0.00000,0.00000,0.00000,0.03219,1.05391,0.04944,0.99928,-0.03120,-0.02148,-0.00067,0.03119,1.05691,0.07617,-0.99902,0.02344,0.03755,-0.00068,-0.07507,0.04679,0.99608,-0.00267,-0.00133,0.00081,0.02759,-0.06851,-0.02645,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.80022,0.48808,0.51846,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.069,-0.00195,1.05394,0.04796,0.99930,-0.03173,-0.01998,-0.00019,-0.00267,-0.00133,0.00081,0.02759,-0.06851,-0.02645,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00274,1.05749,0.07290,0.99930,-0.02346,-0.02910,0.00034, -0.05818,0.04687,0.99721,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.92498,0.03360
93.509,2025-10-08T00:05:57.9658870Z,638954787579658900,STEVEN100725C,Rod and Frame Pretest,-0.03635,1.05386,0.04653,0.99929,-0.03057,-0.02204,-0.00134,-0.03677,1.05803,0.06959,-0.99951,0.02387,0.02012,0.00049,-0.04019,0.04774,0.99805,-0.00217,-0.00182,0.00116,0.03783,-0.06210,-0.03297,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.82273,0.51245,0.47630,0.87715,0.00000,0.00000,0.12285,0.00000,0.00000,0.00000,0.00000,0.03217,1.05380,0.04953,0.99929,-0.03057,-0.02204,-0.00134,0.03107,1.05681,0.07627,-0.99902,0.02459,0.03688,-0.00013,-0.07370,0.04912,0.99607,-0.00217,-0.00182,0.00116,0.03783,-0.06210,-0.03297,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.80289,0.48802,0.51866,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.069,-0.00200,1.05391,0.04798,0.99929,-0.03134,-0.02070,-0.00053,-0.00217,-0.00182,0.00116,0.03783,-0.06210,-0.03297,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00283,1.05743,0.07292,0.99930,-0.02407,-0.02875,-0.00007, -0.05746,0.04810,0.99719,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.92529,0.03360
