Relative_Timestamp,UTC_Timestamp,Ticks,Subject_ID,Test_Name,Eye_Expression_Summary,Eye_Shape_Summary,Jaw_Right,Jaw_Left,Jaw_Forward,Jaw_Open,Mouth_Ape_Shape,Mouth_Upper_Right,Mouth_Upper_Left,Mouth_Lower_Right,Mouth_Lower_Left,Mouth_Upper_Overturn,Mouth_Lower_Overturn,Mouth_Pout,Mouth_Raiser_Right,Mouth_Raiser_Left,Mouth_Stretcher_Right,Mouth_Stretcher_Left,Cheek_Puff_Right,Cheek_Puff_Left,Cheek_Suck,Mouth_Upper_Upright,Mouth_Upper_Upleft,Mouth_Lower_Downright,Mouth_Lower_Downleft,Mouth_Upper_Inside,Mouth_Lower_Inside,Mouth_Lower_Overlay,Tongue_LongStep1,Tongue_Left,Tongue_Right,Tongue_Up,Tongue_Down,Tongue_Roll,Tongue_LongStep2,Tongue_Upright_Morph,Tongue_Upleft_Morph,Tongue_Downright_Morph,Tongue_Downleft_Morph
462.393,2025-10-08T00:12:06.8500690Z,638954791268500750,STEVEN100725C,Rapid Scanning Task,LeftBlink: 0.00000,Dominant Shape: XR_EYE_EXPRESSION_LEFT_BLINK_HTC (0.0000),0.00092,0.00064,0.00018,0.00604,0.00000,0.00000,0.02047,0.00468,0.00328,0.00153,0.00317,0.00436,0.07992,0.10981,0.00542,0.00465,0.00137,0.00005,0.00247,0.00451,0.00464,0.00669,0.00576,0.00971,0.00003,0.00242,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
462.416,2025-10-08T00:12:06.8729600Z,638954791268729630,STEVEN100725C,Rapid Scanning Task,LeftBlink: 0.00000,Dominant Shape: XR_EYE_EXPRESSION_LEFT_BLINK_HTC (0.0000),0.00108,0.00045,0.00013,0.00660,0.00000,0.00000,0.01949,0.00332,0.00838,0.00253,0.00370,0.00309,0.07836,0.10968,0.00541,0.00487,0.00097,0.00003,0.00175,0.00319,0.00618,0.00764,0.00553,0.00978,0.00002,0.00317,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
462.439,2025-10-08T00:12:06.8963600Z,638954791268963620,STEVEN100725C,Rapid Scanning Task,LeftBlink: 0.00000,Dominant Shape: XR_EYE_EXPRESSION_LEFT_BLINK_HTC (0.0000),0.00097,0.00058,0.00007,0.00645,0.00000,0.00000,0.01319,0.00166,0.00989,0.00272,0.00330,0.00353,0.07793,0.10953,0.00540,0.00513,0.00151,0.00002,0.00088,0.00408,0.00806,0.00879,0.00670,0.00986,0.00001,0.00407,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
462.472,2025-10-08T00:12:06.9294470Z,638954791269294490,STEVEN100725C,Rapid Scanning Task,LeftBlink: 0.00000,Dominant Shape: XR_EYE_EXPRESSION_LEFT_BLINK_HTC (0.0000),0.00121,0.00029,0.00148,0.00638,0.00000,0.00000,0.01726,0.00084,0.00597,0.00281,0.00311,0.00457,0.07849,0.10818,0.00383,0.00369,0.00221,0.00104,0.00044,0.00350,0.00652,0.00791,0.00687,0.00845,0.00001,0.00452,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
462.493,2025-10-08T00:12:06.9505560Z,638954791269505590,STEVEN100725C,Rapid Scanning Task,LeftBlink: 0.00000,Dominant Shape: XR_EYE_EXPRESSION_LEFT_BLINK_HTC (0.0000),0.00086,0.00071,0.00105,0.00568,0.00000,0.00000,0.01422,0.00059,0.00755,0.00199,0.00220,0.00440,0.07880,0.11143,0.00428,0.00261,0.00157,0.00073,0.00031,0.00248,0.00607,0.00851,0.00631,0.00744,0.00000,0.00320,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
462.516,2025-10-08T00:12:06.9729960Z,638954791269730000,STEVEN100725C,Rapid Scanning Task,LeftBlink: 0.00000,Dominant Shape: XR_EYE_EXPRESSION_LEFT_BLINK_HTC (0.0000),0.00103,0.00050,0.00074,0.00518,0.00000,0.00000,0.01806,0.00042,0.00594,0.00141,0.00301,0.00544,0.08191,0.13765,0.00461,0.00500,0.00111,0.00052,0.00022,0.00320,0.00575,0.00892,0.00592,0.00672,0.00000,0.00372,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
462.541,2025-10-08T00:12:06.9985500Z,638954791269985520,STEVEN100725C,Rapid Scanning Task,LeftBlink: 0.00000,Dominant Shape: XR_EYE_EXPRESSION_LEFT_BLINK_HTC (0.0000),0.00125,0.00025,0.00037,0.00690,0.00000,0.00000,0.01758,0.00021,0.00399,0.00216,0.00296,0.00471,0.08339,0.12375,0.00611,0.00519,0.00201,0.00171,0.00011,0.00306,0.00784,0.00841,0.00648,0.00585,0.00000,0.00331,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
462.573,2025-10-08T00:12:07.0302830Z,638954791270302860,STEVEN100725C,Rapid Scanning Task,LeftBlink: 0.00000,Dominant Shape: XR_EYE_EXPRESSION_LEFT_BLINK_HTC (0.0000),0.00135,0.00013,0.00019,0.00627,0.00000,0.00000,0.01735,0.00182,0.00259,0.00356,0.00396,0.00434,0.08999,0.14890,0.00575,0.00529,0.00246,0.00231,0.00006,0.00401,0.00641,0.00917,0.00820,0.00499,0.00000,0.00269,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
462.597,2025-10-08T00:12:07.0544430Z,638954791270544460,STEVEN100725C,Rapid Scanning Task,LeftBlink: 0.00251,Dominant Shape: XR_EYE_EXPRESSION_LEFT_IN_HTC (0.0285),0.00138,0.00009,0.00013,0.00560,0.00000,0.00000,0.01728,0.00129,0.00242,0.00397,0.00426,0.00424,0.08984,0.16202,0.00722,0.00532,0.00174,0.00164,0.00004,0.00429,0.00744,0.00940,0.00871,0.00643,0.00000,0.00336,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
462.617,2025-10-08T00:12:07.0743830Z,638954791270743850,STEVEN100725C,Rapid Scanning Task,LeftBlink: 0.02182,Dominant Shape: XR_EYE_EXPRESSION_LEFT_IN_HTC (0.0671),0.00141,0.00006,0.00009,0.00513,0.00000,0.00000,0.01423,0.00333,0.00172,0.00281,0.00302,0.00416,0.09119,0.15102,0.00826,0.00534,0.00268,0.00116,0.00003,0.00449,0.00672,0.00811,0.00762,0.00601,0.00000,0.00383,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
462.649,2025-10-08T00:12:07.1064610Z,638954791271064630,STEVEN100725C,Rapid Scanning Task,LeftBlink: 0.03002,Dominant Shape: XR_EYE_EXPRESSION_LEFT_IN_HTC (0.0888),0.00101,0.00053,0.00150,0.00653,0.00000,0.00000,0.01354,0.00409,0.00128,0.00141,0.00151,0.00291,0.08478,0.12967,0.00526,0.00537,0.00135,0.00058,0.00001,0.00431,0.00688,0.00654,0.00733,0.00652,0.00000,0.00192,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
462.676,2025-10-08T00:12:07.1329780Z,638954791271329800,STEVEN100725C,Rapid Scanning Task,LeftBlink: 0.03492,Dominant Shape: XR_EYE_EXPRESSION_LEFT_IN_HTC (0.1007),0.00123,0.00027,0.00220,0.00526,0.00000,0.00375,0.00821,0.00205,0.00438,0.00071,0.00221,0.00262,0.09474,0.13421,0.00533,0.00538,0.00068,0.00029,0.00001,0.00361,0.00593,0.00824,0.00863,0.00575,0.00000,0.00344,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
462.694,2025-10-08T00:12:07.1516080Z,638954791271516110,STEVEN100725C,Rapid Scanning Task,LeftBlink: 0.04065,Dominant Shape: XR_EYE_EXPRESSION_LEFT_IN_HTC (0.1024),0.00087,0.00069,0.00156,0.00721,0.00000,0.00266,0.00781,0.00146,0.00369,0.00050,0.00156,0.00302,0.09466,0.12407,0.00535,0.00381,0.00048,0.00021,0.00000,0.00401,0.00565,0.00873,0.00901,0.00552,0.00000,0.00389,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
462.716,2025-10-08T00:12:07.1733470Z,638954791271733500,STEVEN100725C,Rapid Scanning Task,LeftBlink: 0.07720,Dominant Shape: XR_EYE_EXPRESSION_LEFT_IN_HTC (0.1004),0.00062,0.00099,0.00110,0.00742,0.00145,0.00188,0.01052,0.00103,0.00320,0.00036,0.00111,0.00214,0.09750,0.12268,0.00536,0.00270,0.00034,0.00015,0.00000,0.00284,0.00545,0.00764,0.00783,0.00536,0.00000,0.00420,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
462.750,2025-10-08T00:12:07.2071960Z,638954791272071990,STEVEN100725C,Rapid Scanning Task,LeftBlink: 0.16746,Dominant Shape: XR_EYE_EXPRESSION_LEFT_BLINK_HTC (0.1675),0.00061,0.00100,0.00200,0.00885,0.00073,0.00094,0.01680,0.00052,0.00535,0.00018,0.00056,0.00305,0.08940,0.10699,0.00538,0.00404,0.00017,0.00007,0.00000,0.00245,0.00376,0.00631,0.00641,0.00372,0.00000,0.00211,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
462.773,2025-10-08T00:12:07.2305110Z,638954791272305130,STEVEN100725C,Rapid Scanning Task,LeftBlink: 0.20409,Dominant Shape: XR_EYE_EXPRESSION_LEFT_BLINK_HTC (0.2041),0.00073,0.00086,0.00100,0.01038,0.00181,0.00703,0.01196,0.00026,0.01851,0.00009,0.00028,0.00830,0.08510,0.10178,0.00539,0.00472,0.00009,0.00004,0.00628,0.00371,0.00479,0.00419,0.00467,0.00434,0.00145,0.00106,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
462.794,2025-10-08T00:12:07.2509320Z,638954791272509360,STEVEN100725C,Rapid Scanning Task,LeftBlink: 0.21596,Dominant Shape: XR_EYE_EXPRESSION_LEFT_BLINK_HTC (0.2160),0.00094,0.00061,0.00071,0.01084,0.00129,0.01154,0.00848,0.00018,0.02464,0.00006,0.00020,0.00820,0.08493,0.10399,0.00382,0.00334,0.00006,0.00003,0.00677,0.00263,0.00339,0.00442,0.00475,0.00453,0.00103,0.00220,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
462.820,2025-10-08T00:12:07.2773800Z,638954791272773820,STEVEN100725C,Rapid Scanning Task,LeftBlink: 0.21883,Dominant Shape: XR_EYE_EXPRESSION_LEFT_BLINK_HTC (0.2188),0.00109,0.00043,0.00050,0.01115,0.00091,0.01473,0.00600,0.00013,0.02899,0.00004,0.00014,0.00813,0.07176,0.09831,0.00428,0.00237,0.00004,0.00002,0.00712,0.00331,0.00385,0.00458,0.00337,0.00466,0.00218,0.00156,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
462.839,2025-10-08T00:12:07.2968110Z,638954791272968130,STEVEN100725C,Rapid Scanning Task,LeftBlink: 0.21320,Dominant Shape: XR_EYE_EXPRESSION_LEFT_BLINK_HTC (0.2132),0.00212,0.00031,0.00181,0.01254,0.00209,0.01699,0.00425,0.00009,0.04028,0.00148,0.00010,0.00808,0.05809,0.08414,0.00460,0.00168,0.00003,0.00001,0.00736,0.00379,0.00418,0.00469,0.00384,0.00475,0.00299,0.00255,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
462.872,2025-10-08T00:12:07.3292160Z,638954791273292190,STEVEN100725C,Rapid Scanning Task,LeftBlink: 0.20395,Dominant Shape: XR_EYE_EXPRESSION_LEFT_BLINK_HTC (0.2040),0.00326,0.00011,0.00064,0.01355,0.00074,0.02394,0.00151,0.00003,0.06126,0.00053,0.00004,0.00659,0.03317,0.05525,0.00164,0.00060,0.00001,0.00000,0.00658,0.00383,0.00324,0.00487,0.00209,0.00416,0.00427,0.00266,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
462.896,2025-10-08T00:12:07.3536980Z,638954791273537000,STEVEN100725C,Rapid Scanning Task,LeftBlink: 0.20834,Dominant Shape: XR_EYE_EXPRESSION_LEFT_BLINK_HTC (0.2083),0.00366,0.00008,0.00190,0.01308,0.00053,0.02913,0.00107,0.00002,0.05493,0.00037,0.00003,0.00583,0.02785,0.04784,0.00116,0.00199,0.00291,0.00000,0.00466,0.00271,0.00230,0.00490,0.00148,0.00440,0.00302,0.00334,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
462.918,2025-10-08T00:12:07.3754340Z,638954791273754370,STEVEN100725C,Rapid Scanning Task,LeftBlink: 0.22230,Dominant Shape: XR_EYE_EXPRESSION_LEFT_BLINK_HTC (0.2223),0.00272,0.00005,0.00193,0.01390,0.00037,0.02491,0.00076,0.01295,0.03892,0.00026,0.00002,0.00645,0.02697,0.04404,0.00082,0.00141,0.00351,0.00145,0.00330,0.00192,0.00163,0.00492,0.00250,0.00312,0.00359,0.00381,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
462.940,2025-10-08T00:12:07.3970740Z,638954791273970750,STEVEN100725C,Rapid Scanning Task,LeftBlink: 0.22624,Dominant Shape: XR_EYE_EXPRESSION_LEFT_BLINK_HTC (0.2262),0.00158,0.00003,0.00155,0.01210,0.00019,0.03053,0.00038,0.04343,0.01953,0.00013,0.00001,0.00440,0.01952,0.03551,0.00310,0.00071,0.00424,0.00218,0.00166,0.00096,0.00082,0.00495,0.00270,0.00259,0.00180,0.00439,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
462.962,2025-10-08T00:12:07.4193550Z,638954791274193580,STEVEN100725C,Rapid Scanning Task,LeftBlink: 0.22605,Dominant Shape: XR_EYE_EXPRESSION_LEFT_BLINK_HTC (0.2260),0.00124,0.00002,0.00110,0.01089,0.00013,0.03458,0.00027,0.05557,0.01384,0.00009,0.00001,0.00427,0.01818,0.03095,0.00377,0.00050,0.00445,0.00299,0.00117,0.00068,0.00058,0.00640,0.00336,0.00184,0.00273,0.00311,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
462.994,2025-10-08T00:12:07.4508560Z,638954791274508580,STEVEN100725C,Rapid Scanning Task,LeftBlink: 0.21902,Dominant Shape: XR_EYE_EXPRESSION_LEFT_BLINK_HTC (0.2190),0.00150,0.00001,0.00055,0.01059,0.00152,0.03369,0.00014,0.05419,0.00694,0.00005,0.00000,0.00413,0.01510,0.02254,0.00189,0.00182,0.00368,0.00253,0.00291,0.00034,0.00277,0.00569,0.00417,0.00340,0.00529,0.00259,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
463.016,2025-10-08T00:12:07.4736100Z,638954791274736140,STEVEN100725C,Rapid Scanning Task,LeftBlink: 0.20447,Dominant Shape: XR_EYE_EXPRESSION_LEFT_BLINK_HTC (0.2045),0.00212,0.00001,0.00039,0.00982,0.00107,0.02814,0.00010,0.04538,0.00492,0.00003,0.00000,0.00408,0.01360,0.01742,0.00134,0.00287,0.00406,0.00179,0.00438,0.00024,0.00341,0.00548,0.00440,0.00241,0.00520,0.00328,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
463.039,2025-10-08T00:12:07.4965350Z,638954791274965370,STEVEN100725C,Rapid Scanning Task,LeftBlink: 0.14457,Dominant Shape: XR_EYE_EXPRESSION_LEFT_BLINK_HTC (0.1446),0.00128,0.00000,0.00020,0.00923,0.00054,0.02636,0.00005,0.03052,0.00247,0.00002,0.00000,0.00321,0.00930,0.00874,0.00067,0.00412,0.00349,0.00193,0.00220,0.00012,0.00171,0.00275,0.00468,0.00121,0.00406,0.00267,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
463.061,2025-10-08T00:12:07.5182710Z,638954791275182740,STEVEN100725C,Rapid Scanning Task,LeftBlink: 0.09760,Dominant Shape: XR_EYE_EXPRESSION_LEFT_BLINK_HTC (0.0976),0.00196,0.00000,0.00014,0.00886,0.00183,0.02583,0.00003,0.02268,0.00175,0.00001,0.00000,0.00227,0.00949,0.01054,0.00205,0.00449,0.00392,0.00136,0.00388,0.00009,0.00266,0.00485,0.00622,0.00086,0.00288,0.00334,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
463.094,2025-10-08T00:12:07.5514970Z,638954791275515000,STEVEN100725C,Rapid Scanning Task,LeftBlink: 0.07808,Dominant Shape: XR_EYE_EXPRESSION_LEFT_BLINK_HTC (0.0781),0.00111,0.00057,0.00007,0.00957,0.00092,0.01297,0.00263,0.03348,0.00088,0.00001,0.00000,0.00114,0.01074,0.01477,0.00260,0.00226,0.00444,0.00068,0.00591,0.00004,0.00279,0.00594,0.00560,0.00146,0.00289,0.00415,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
463.117,2025-10-08T00:12:07.5745220Z,638954791275745240,STEVEN100725C,Rapid Scanning Task,LeftBlink: 0.04997,Dominant Shape: XR_EYE_EXPRESSION_LEFT_DOWN_HTC (0.1235),0.00079,0.00120,0.00063,0.00910,0.00065,0.00919,0.00339,0.04258,0.00062,0.00000,0.00000,0.00081,0.00906,0.01337,0.00184,0.00160,0.00460,0.00193,0.00650,0.00003,0.00197,0.00710,0.00686,0.00248,0.00350,0.00294,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
463.140,2025-10-08T00:12:07.5975490Z,638954791275975510,STEVEN100725C,Rapid Scanning Task,LeftBlink: 0.02559,Dominant Shape: XR_EYE_EXPRESSION_LEFT_DOWN_HTC (0.2325),0.00048,0.00140,0.00090,0.01051,0.00178,0.00461,0.01011,0.05064,0.00031,0.00000,0.00145,0.00157,0.00702,0.00918,0.00092,0.00192,0.00376,0.00097,0.00723,0.00146,0.00347,0.00852,0.00695,0.00125,0.00671,0.00148,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
463.169,2025-10-08T00:12:07.6261620Z,638954791276261640,STEVEN100725C,Rapid Scanning Task,LeftBlink: 0.01310,Dominant Shape: XR_EYE_EXPRESSION_LEFT_DOWN_HTC (0.3073),0.00047,0.00100,0.00064,0.00976,0.00271,0.00327,0.01160,0.04287,0.00022,0.00000,0.00103,0.00459,0.00787,0.01086,0.00223,0.00136,0.00411,0.00214,0.00512,0.00104,0.00391,0.00893,0.00637,0.00233,0.00475,0.00250,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
463.195,2025-10-08T00:12:07.6522750Z,638954791276522780,STEVEN100725C,Rapid Scanning Task,LeftBlink: 0.00671,Dominant Shape: XR_EYE_EXPRESSION_LEFT_DOWN_HTC (0.3248),0.00036,0.00107,0.00032,0.00886,0.00426,0.00164,0.01919,0.03136,0.00011,0.00000,0.00299,0.00346,0.00685,0.00937,0.00380,0.00068,0.00454,0.00355,0.00489,0.00052,0.00196,0.00799,0.00670,0.00365,0.00486,0.00270,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
463.217,2025-10-08T00:12:07.6744850Z,638954791276744900,STEVEN100725C,Rapid Scanning Task,LeftBlink: 0.00343,Dominant Shape: XR_EYE_EXPRESSION_LEFT_DOWN_HTC (0.2991),0.00026,0.00156,0.00023,0.00976,0.00447,0.00116,0.02093,0.02624,0.00008,0.00000,0.00357,0.00361,0.00630,0.00954,0.00270,0.00206,0.00467,0.00396,0.00578,0.00182,0.00284,0.00711,0.00475,0.00403,0.00344,0.00336,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
